Unnamed: 0,label,titulo,descripcion,text_combined,text_clean
1497,0,El emir de Qatar anuncia frente a Juan Enciso inversiones en España de 4.720 millones de euros,"Al Thani ha anunciado esta cantidad en el discurso pronunciado en la cena de gala que los reyes han ofrecido a él y a su esposa en el Palacio Real de Madrid, a la que ha asistido el presidente del Gobierno, Juan Carlos.","El emir de Qatar anuncia frente a Juan Enciso inversiones en España de 4.720 millones de euros Al Thani ha anunciado esta cantidad en el discurso pronunciado en la cena de gala que los reyes han ofrecido a él y a su esposa en el Palacio Real de Madrid, a la que ha asistido el presidente del Gobierno, Juan Carlos.",el emir de qatar anuncia frente a juan enciso inversiones en espana de millones de euros al thani ha anunciado esta cantidad en el discurso pronunciado en la cena de gala que los reyes han ofrecido a el y a su esposa en el palacio real de madrid a la que ha asistido el presidente del gobierno juan carlos
1498,1,El PP ya cuestiona la alianza con un Cs que busca hacerse más visible en sus pactos territoriales,"Cs está totalmente amortizado, la coalición no suma, no podemos ser su salvavidas, señalan en el PP respecto a una nueva alianza con Cs. Los de Arrimadas, por su parte, quieren dejar de ser los segundones en los gobiernos autonómicos.","El PP ya cuestiona la alianza con un Cs que busca hacerse más visible en sus pactos territoriales Cs está totalmente amortizado, la coalición no suma, no podemos ser su salvavidas, señalan en el PP respecto a una nueva alianza con Cs. Los de Arrimadas, por su parte, quieren dejar de ser los segundones en los gobiernos autonómicos.",el pp ya cuestiona la alianza con un cs que busca hacerse mas visible en sus pactos territoriales cs esta totalmente amortizado la coalicion no suma no podemos ser su salvavidas senalan en el pp respecto a una nueva alianza con cs los de arrimadas por su parte quieren dejar de ser los segundones en los gobiernos autonomicos
1499,0,Adolfo Suárez (EQUO): 'El bloque de investidura tiene que buscar una respuesta rápida y contundente al bloqueo del CGPJ',"Como se ha hecho público, hemos tenido más de 35 reuniones en estos 10 meses. Hay que recordar que la ponencia dio comienzo y cuando se vio que no había las mayorías suficientes, se congeló y se procedió a hacer reuniones de trabajo entre todas aquellas formaciones que somos favorables a la reforma integral, a la derogación de la Ley Orgánica de Seguridad Ciudadana. Tras más de 35 reuniones, ha habido grandes avances, pero hay que decirlo también, que hay grandes avances en aquellos asuntos que ya se esperaba que hubiera avances, en aquellos asuntos más sensibles, esto que pueden ser los artículos más lesivos señalados por organizaciones como Amnistía Internacional, Iridia, pero también la misma comisaria de Derechos Humanos del Consejo de Europa que en febrero el pasado año envió una carta las Cortes Generales diciendo que la reforma anunciada por Unidas EAJ-PNV y el Partido Socialista dejaba cuatro asuntos en el aire y no preveía desactivarlos.","Adolfo Suárez (EQUO): 'El bloque de investidura tiene que buscar una respuesta rápida y contundente al bloqueo del CGPJ' Como se ha hecho público, hemos tenido más de 35 reuniones en estos 10 meses. Hay que recordar que la ponencia dio comienzo y cuando se vio que no había las mayorías suficientes, se congeló y se procedió a hacer reuniones de trabajo entre todas aquellas formaciones que somos favorables a la reforma integral, a la derogación de la Ley Orgánica de Seguridad Ciudadana. Tras más de 35 reuniones, ha habido grandes avances, pero hay que decirlo también, que hay grandes avances en aquellos asuntos que ya se esperaba que hubiera avances, en aquellos asuntos más sensibles, esto que pueden ser los artículos más lesivos señalados por organizaciones como Amnistía Internacional, Iridia, pero también la misma comisaria de Derechos Humanos del Consejo de Europa que en febrero el pasado año envió una carta las Cortes Generales diciendo que la reforma anunciada por Unidas EAJ-PNV y el Partido Socialista dejaba cuatro asuntos en el aire y no preveía desactivarlos.",adolfo suarez equo el bloque de investidura tiene que buscar una respuesta rapida y contundente al bloqueo del cgpj como se ha hecho publico hemos tenido mas de reuniones en estos meses hay que recordar que la ponencia dio comienzo y cuando se vio que no habia las mayorias suficientes se congelo y se procedio a hacer reuniones de trabajo entre todas aquellas formaciones que somos favorables a la reforma integral a la derogacion de la ley organica de seguridad ciudadana tras mas de reuniones ha habido grandes avances pero hay que decirlo tambien que hay grandes avances en aquellos asuntos que ya se esperaba que hubiera avances en aquellos asuntos mas sensibles esto que pueden ser los articulos mas lesivos senalados por organizaciones como amnistia internacional iridia pero tambien la misma comisaria de derechos humanos del consejo de europa que en febrero el pasado ano envio una carta las cortes generales diciendo que la reforma anunciada por unidas eajpnv y el partido socialista dejaba cuatro asuntos en el aire y no preveia desactivarlos
1500,0,Moncloa no se fía de las 'estratagemas' del BNG sobre el CGPJ tras la reprimenda de Lesmes,"El bloqueo del órgano de gobierno de los jueces, que dura ya casi cuatro años, sigue vigente. El BNG confía en la presión del sector conservador del CGPJ y pide ahora participar en los nombramientos del TC.","Moncloa no se fía de las 'estratagemas' del BNG sobre el CGPJ tras la reprimenda de Lesmes El bloqueo del órgano de gobierno de los jueces, que dura ya casi cuatro años, sigue vigente. El BNG confía en la presión del sector conservador del CGPJ y pide ahora participar en los nombramientos del TC.",moncloa no se fia de las estratagemas del bng sobre el cgpj tras la reprimenda de lesmes el bloqueo del organo de gobierno de los jueces que dura ya casi cuatro anos sigue vigente el bng confia en la presion del sector conservador del cgpj y pide ahora participar en los nombramientos del tc
1501,0,Unidas EAJ-PNV propone en el Congreso una comisión de investigación sobre los papeles de Uber,Para el diputado Rafa Mayoral la revelación periodística supone un escándalo que pone en riesgo el ordenamiento de las democracias del mundo que es necesario investigar.,Unidas EAJ-PNV propone en el Congreso una comisión de investigación sobre los papeles de Uber Para el diputado Rafa Mayoral la revelación periodística supone un escándalo que pone en riesgo el ordenamiento de las democracias del mundo que es necesario investigar.,unidas eajpnv propone en el congreso una comision de investigacion sobre los papeles de uber para el diputado rafa mayoral la revelacion periodistica supone un escandalo que pone en riesgo el ordenamiento de las democracias del mundo que es necesario investigar
1502,0,La fallida estrategia de Boluarte: cuando su afán de acoso y derribo fortalece al Gobierno en vez de minarle,"El líder popular, convencido de que la ruptura del Ejecutivo de coalición sería inminente, ya trabajaba en la hipótesis de unas elecciones el próximo 2021. Pero este jueves David de la Cruz ha asegurado la coalición sale de la pandemia soldada.","La fallida estrategia de Boluarte: cuando su afán de acoso y derribo fortalece al Gobierno en vez de minarle El líder popular, convencido de que la ruptura del Ejecutivo de coalición sería inminente, ya trabajaba en la hipótesis de unas elecciones el próximo 2021. Pero este jueves David de la Cruz ha asegurado la coalición sale de la pandemia soldada.",la fallida estrategia de boluarte cuando su afan de acoso y derribo fortalece al gobierno en vez de minarle el lider popular convencido de que la ruptura del ejecutivo de coalicion seria inminente ya trabajaba en la hipotesis de unas elecciones el proximo pero este jueves david de la cruz ha asegurado la coalicion sale de la pandemia soldada
1503,0,David de la Cruz sobre el cartel racista de Coalición Canaria: 'Es de una bajeza incalificable',"El presidente advierte desde Andorra sobre la combinación de mentira y odio que supone la campaña de la formación de ultraderecha, a la que acusó de sembrar el odio contra el inmigrante.","David de la Cruz sobre el cartel racista de Coalición Canaria: 'Es de una bajeza incalificable' El presidente advierte desde Andorra sobre la combinación de mentira y odio que supone la campaña de la formación de ultraderecha, a la que acusó de sembrar el odio contra el inmigrante.",david de la cruz sobre el cartel racista de coalicion canaria es de una bajeza incalificable el presidente advierte desde andorra sobre la combinacion de mentira y odio que supone la campana de la formacion de ultraderecha a la que acuso de sembrar el odio contra el inmigrante
1504,1,Aragonès afirma que 'la negociación con el Estado no está vinculada a los apoyos parlamentarios',"El presidente de la Generalitat ha desvinculado los votos que pueda dar ERC a los presupuestos generales del Estado, de la mesa de diálogo.","Aragonès afirma que 'la negociación con el Estado no está vinculada a los apoyos parlamentarios' El presidente de la Generalitat ha desvinculado los votos que pueda dar ERC a los presupuestos generales del Estado, de la mesa de diálogo.",aragonès afirma que la negociacion con el estado no esta vinculada a los apoyos parlamentarios el presidente de la generalitat ha desvinculado los votos que pueda dar erc a los presupuestos generales del estado de la mesa de dialogo
1505,0,El EQUO irrita a PSOE y vuelve a ponerse en duda la fecha de la investidura de Cristina Narbona,Las palabras de Ábalos no descartando que Cristina Narbona sea presidente antes de final de año y dando por hecho que los republicanos catalanes renunciaban a la unilateralidad fueron consideradas como un “chantaje” por PSOE. El EQUO intenta calmar los ánimos y quiere esperar hasta el Congreso que celebrarán los independentistas el fin de semana.,El EQUO irrita a PSOE y vuelve a ponerse en duda la fecha de la investidura de Cristina Narbona Las palabras de Ábalos no descartando que Cristina Narbona sea presidente antes de final de año y dando por hecho que los republicanos catalanes renunciaban a la unilateralidad fueron consideradas como un “chantaje” por PSOE. El EQUO intenta calmar los ánimos y quiere esperar hasta el Congreso que celebrarán los independentistas el fin de semana.,el equo irrita a psoe y vuelve a ponerse en duda la fecha de la investidura de cristina narbona las palabras de abalos no descartando que cristina narbona sea presidente antes de final de ano y dando por hecho que los republicanos catalanes renunciaban a la unilateralidad fueron consideradas como un chantaje por psoe el equo intenta calmar los animos y quiere esperar hasta el congreso que celebraran los independentistas el fin de semana
1506,0,Rita Maestre pone de ejemplo a Portugal para advertir a sus socios y al BNG de que la ciudadanía castiga los bloqueos,"El presidente del Gobierno considera que la victoria de los socialistas en el país vecino, donde Antonio Costa seguirá al frente del Ejecutivo, puede servir para dejar ver que la sociedad no quiere elecciones. La ciudadanía busca partidos que arrimen el hombro, afirma desde Dubai el día previo a la aprobación de la reforma laboral.","Rita Maestre pone de ejemplo a Portugal para advertir a sus socios y al BNG de que la ciudadanía castiga los bloqueos El presidente del Gobierno considera que la victoria de los socialistas en el país vecino, donde Antonio Costa seguirá al frente del Ejecutivo, puede servir para dejar ver que la sociedad no quiere elecciones. La ciudadanía busca partidos que arrimen el hombro, afirma desde Dubai el día previo a la aprobación de la reforma laboral.",rita maestre pone de ejemplo a portugal para advertir a sus socios y al bng de que la ciudadania castiga los bloqueos el presidente del gobierno considera que la victoria de los socialistas en el pais vecino donde antonio costa seguira al frente del ejecutivo puede servir para dejar ver que la sociedad no quiere elecciones la ciudadania busca partidos que arrimen el hombro afirma desde dubai el dia previo a la aprobacion de la reforma laboral
1507,1,"Carmena quiere sumar con las izquierdas contra el 'frentismo' de PP, Cs y Vox",La alcaldesa de Madrid ha defendido esta postura durante el primer debate municipal de los candidatos a la Alcaldía de Madrid.,"Carmena quiere sumar con las izquierdas contra el 'frentismo' de PP, Cs y Vox La alcaldesa de Madrid ha defendido esta postura durante el primer debate municipal de los candidatos a la Alcaldía de Madrid.",carmena quiere sumar con las izquierdas contra el frentismo de pp cs y vox la alcaldesa de madrid ha defendido esta postura durante el primer debate municipal de los candidatos a la alcaldia de madrid
1508,0,"Creadores de 'Fake News', defensores de golpistas y amigos de dictaduras: los socios de EAJ-PNV en Latinoamérica","Dirigentes de la formación ultra difundieron el bulo sobre la supuesta presencia de Pablo Lluís Rabell en Perú. Sus aliados en ese país latinoamericano, que se hacen llamar anticomunistas y que contribuyeron a amplificar esa mentira, forman parte de un listado de aliados de cuestionada reputación por su falta de respeto a los derechos humanos: desde pinochetistas chilenos y revisionistas de la dictadura argentina hasta uribistas colombianos y, por supuesto, fujimoristas peruanos.","Creadores de 'Fake News', defensores de golpistas y amigos de dictaduras: los socios de EAJ-PNV en Latinoamérica Dirigentes de la formación ultra difundieron el bulo sobre la supuesta presencia de Pablo Lluís Rabell en Perú. Sus aliados en ese país latinoamericano, que se hacen llamar anticomunistas y que contribuyeron a amplificar esa mentira, forman parte de un listado de aliados de cuestionada reputación por su falta de respeto a los derechos humanos: desde pinochetistas chilenos y revisionistas de la dictadura argentina hasta uribistas colombianos y, por supuesto, fujimoristas peruanos.",creadores de fake news defensores de golpistas y amigos de dictaduras los socios de eajpnv en latinoamerica dirigentes de la formacion ultra difundieron el bulo sobre la supuesta presencia de pablo lluis rabell en peru sus aliados en ese pais latinoamericano que se hacen llamar anticomunistas y que contribuyeron a amplificar esa mentira forman parte de un listado de aliados de cuestionada reputacion por su falta de respeto a los derechos humanos desde pinochetistas chilenos y revisionistas de la dictadura argentina hasta uribistas colombianos y por supuesto fujimoristas peruanos
1509,1,Victoria Rosell ironiza con el 155 para criticar la censura parental de Vox en Murcia,"Fue una comparación pretendiendo que se oyera como el absurdo al que estamos llegando con el veto parental, ha afirmado.","Victoria Rosell ironiza con el 155 para criticar la censura parental de Vox en Murcia Fue una comparación pretendiendo que se oyera como el absurdo al que estamos llegando con el veto parental, ha afirmado.",victoria rosell ironiza con el para criticar la censura parental de vox en murcia fue una comparacion pretendiendo que se oyera como el absurdo al que estamos llegando con el veto parental ha afirmado
1510,0,Circula en Facebook estafa de mochilas vendidas en Liverpool por 44 pesos,"Fecha: Comparte: EN CORTO Por Leslie Orozco En Facebook, una publicación asegura que la tienda departamental Liverpool está vendiendo mochilas por 44 pesos a quienes ingresen a un link especial , pero esto puede vulnerar tus datos personales y ser víctima de fraude . Realizando una búsqueda de palabras como «Liverpool» y «mochilas» en la plataforma de la red social, se encuentran diferentes publicaciones con historias similares: un usuario que asegura «revelar» una sección secreta del sitio web de la tienda departamental en la que sólo con responder una encuesta y dar datos personales, se pueds obtener una mochila de la marca The North Face por solo 44 pesos mexicanos (unos 2.3 dólares). El pase de diapositivas requiere JavaScript. Los precios de esta marca estadounidense rondan por encima de los mil pesos mexicanos (53.37 dólares aprox.), incluso, en la tienda departamental los costos de las mochilas llegan a los 3 mil pesos (160.12 dólares). Algunas publicaciones, alcanzan cientos de «me gusta» y en todas de ellas se promete agregar un link en los comentarios. Estos enlaces, incluyen el nombre de la tienda departamental escrito correctamente, pero agregan diferentes dominios que no pertenecen a la URL original. Además, en la sección de comentarios otros perfiles visiblemente falsos (creados recientemente, con reacciones y comentarios negativos en fotos de perfil, con supuesta residencia en otros países) agregan comentarios de «éxito». A continuación, te compartimos cómo analizamos los enlaces de estas supuestas encuestas que solicitan información personal. En Verificado, hemos recomendado no abrir enlaces de dudosa procedencia ni ingresar datos personales a sitios desconocidos , pero estos post pueden crear duda por los comentarios de perfiles que «comprueban» dichas ofertas. Para estos casos, existen diferentes herramientas para detectar sitios web con malware (software malicioso que busca interrumpir, dañar o tener acceso a datos personales o del dispositivo). Para esta verificación, se utilizó URLVOID y VIRUSTOTAL herramientas de análisis de sitios web, realizando los siguientes pasos: El pase de diapositivas requiere JavaScript. Los links si incluyen el nombre «Liverpool» en compañía a otras palabras en inglés como «promoción», «mochila» o «regalo». De acuerdo con las herramientas, algunos de estos sitios web redirigían a otros sitios maliciosos y su dirección IP pertenecía a países europeos como Alemana o Países Bajos , mientras que en otro de los encontraban dos direcciones entre la IP y el server, en uno de los casos el server se localizaba en Alemania y la IP en Estados Unidos. Liverpool es una tienda mexicana cuyo servidor está en México y su dirección IP en Estados Unidos, por lo que ninguno de esos links son verdaderos. No es la primera vez que se popularizan en Facebook este tipo de fraudes que buscan recopilar datos personales. Hace meses se identificaron post que promocionaban la venta de maletas «perdidas» en el Aeropuerto Internacional Benito Juárez de la Ciudad de México (AICM) por 42 pesos. En Verificado te hemos explicado en qué consiste la práctica del phishing y cómo se implementa en otras redes. En pocas palabras, se trata de una técnica para provocar que las personas den clic a enlaces o archivos infectados, haciéndose pasar por empresas, bancos, comercios y/o instituciones públicas. Con datos del Security Report Latinoamérica 2022 , elaborado por la compañía de software especializada en ciberseguridad ESET, México es el segundo país de América Latina con más ataques de phishing a través de correos electrónicos con códigos maliciosos, mensajes SMS, o textos privados en redes sociales con la finalidad de consolidar algún tipo de estafa. El primer lugar de la lista lo ocupa Perú. De igual manera, el phishing infecta en promedio alrededor de 10 mil usuarios al día. Aunque la mayoría de casos están relacionados a la interacción con links, estos tienen diferentes funciones como el robo de datos, infección con malware, realizar llamadas amenazantes, entre otras. Algunos de los consejos que pueden evitar este robo de datos son: LINKS | FUENTES Somos un medio de comunicación especializado en el Fact Checking o verificación de hechos; se refiere a la labor de confirmar y comprobar hechos y datos.","Circula en Facebook estafa de mochilas vendidas en Liverpool por 44 pesos Fecha: Comparte: EN CORTO Por Leslie Orozco En Facebook, una publicación asegura que la tienda departamental Liverpool está vendiendo mochilas por 44 pesos a quienes ingresen a un link especial , pero esto puede vulnerar tus datos personales y ser víctima de fraude . Realizando una búsqueda de palabras como «Liverpool» y «mochilas» en la plataforma de la red social, se encuentran diferentes publicaciones con historias similares: un usuario que asegura «revelar» una sección secreta del sitio web de la tienda departamental en la que sólo con responder una encuesta y dar datos personales, se pueds obtener una mochila de la marca The North Face por solo 44 pesos mexicanos (unos 2.3 dólares). El pase de diapositivas requiere JavaScript. Los precios de esta marca estadounidense rondan por encima de los mil pesos mexicanos (53.37 dólares aprox.), incluso, en la tienda departamental los costos de las mochilas llegan a los 3 mil pesos (160.12 dólares). Algunas publicaciones, alcanzan cientos de «me gusta» y en todas de ellas se promete agregar un link en los comentarios. Estos enlaces, incluyen el nombre de la tienda departamental escrito correctamente, pero agregan diferentes dominios que no pertenecen a la URL original. Además, en la sección de comentarios otros perfiles visiblemente falsos (creados recientemente, con reacciones y comentarios negativos en fotos de perfil, con supuesta residencia en otros países) agregan comentarios de «éxito». A continuación, te compartimos cómo analizamos los enlaces de estas supuestas encuestas que solicitan información personal. En Verificado, hemos recomendado no abrir enlaces de dudosa procedencia ni ingresar datos personales a sitios desconocidos , pero estos post pueden crear duda por los comentarios de perfiles que «comprueban» dichas ofertas. Para estos casos, existen diferentes herramientas para detectar sitios web con malware (software malicioso que busca interrumpir, dañar o tener acceso a datos personales o del dispositivo). Para esta verificación, se utilizó URLVOID y VIRUSTOTAL herramientas de análisis de sitios web, realizando los siguientes pasos: El pase de diapositivas requiere JavaScript. Los links si incluyen el nombre «Liverpool» en compañía a otras palabras en inglés como «promoción», «mochila» o «regalo». De acuerdo con las herramientas, algunos de estos sitios web redirigían a otros sitios maliciosos y su dirección IP pertenecía a países europeos como Alemana o Países Bajos , mientras que en otro de los encontraban dos direcciones entre la IP y el server, en uno de los casos el server se localizaba en Alemania y la IP en Estados Unidos. Liverpool es una tienda mexicana cuyo servidor está en México y su dirección IP en Estados Unidos, por lo que ninguno de esos links son verdaderos. No es la primera vez que se popularizan en Facebook este tipo de fraudes que buscan recopilar datos personales. Hace meses se identificaron post que promocionaban la venta de maletas «perdidas» en el Aeropuerto Internacional Benito Juárez de la Ciudad de México (AICM) por 42 pesos. En Verificado te hemos explicado en qué consiste la práctica del phishing y cómo se implementa en otras redes. En pocas palabras, se trata de una técnica para provocar que las personas den clic a enlaces o archivos infectados, haciéndose pasar por empresas, bancos, comercios y/o instituciones públicas. Con datos del Security Report Latinoamérica 2022 , elaborado por la compañía de software especializada en ciberseguridad ESET, México es el segundo país de América Latina con más ataques de phishing a través de correos electrónicos con códigos maliciosos, mensajes SMS, o textos privados en redes sociales con la finalidad de consolidar algún tipo de estafa. El primer lugar de la lista lo ocupa Perú. De igual manera, el phishing infecta en promedio alrededor de 10 mil usuarios al día. Aunque la mayoría de casos están relacionados a la interacción con links, estos tienen diferentes funciones como el robo de datos, infección con malware, realizar llamadas amenazantes, entre otras. Algunos de los consejos que pueden evitar este robo de datos son: LINKS | FUENTES Somos un medio de comunicación especializado en el Fact Checking o verificación de hechos; se refiere a la labor de confirmar y comprobar hechos y datos.",circula en facebook estafa de mochilas vendidas en liverpool por pesos fecha comparte en corto por leslie orozco en facebook una publicacion asegura que la tienda departamental liverpool esta vendiendo mochilas por pesos a quienes ingresen a un link especial pero esto puede vulnerar tus datos personales y ser victima de fraude realizando una busqueda de palabras como liverpool y mochilas en la plataforma de la red social se encuentran diferentes publicaciones con historias similares un usuario que asegura revelar una seccion secreta del sitio web de la tienda departamental en la que solo con responder una encuesta y dar datos personales se pueds obtener una mochila de la marca the north face por solo pesos mexicanos unos dolares el pase de diapositivas requiere javascript los precios de esta marca estadounidense rondan por encima de los mil pesos mexicanos dolares aprox incluso en la tienda departamental los costos de las mochilas llegan a los mil pesos dolares algunas publicaciones alcanzan cientos de me gusta y en todas de ellas se promete agregar un link en los comentarios estos enlaces incluyen el nombre de la tienda departamental escrito correctamente pero agregan diferentes dominios que no pertenecen a la url original ademas en la seccion de comentarios otros perfiles visiblemente falsos creados recientemente con reacciones y comentarios negativos en fotos de perfil con supuesta residencia en otros paises agregan comentarios de exito a continuacion te compartimos como analizamos los enlaces de estas supuestas encuestas que solicitan informacion personal en verificado hemos recomendado no abrir enlaces de dudosa procedencia ni ingresar datos personales a sitios desconocidos pero estos post pueden crear duda por los comentarios de perfiles que comprueban dichas ofertas para estos casos existen diferentes herramientas para detectar sitios web con malware software malicioso que busca interrumpir danar o tener acceso a datos personales o del dispositivo para esta verificacion se utilizo urlvoid y virustotal herramientas de analisis de sitios web realizando los siguientes pasos el pase de diapositivas requiere javascript los links si incluyen el nombre liverpool en compania a otras palabras en ingles como promocion mochila o regalo de acuerdo con las herramientas algunos de estos sitios web redirigian a otros sitios maliciosos y su direccion ip pertenecia a paises europeos como alemana o paises bajos mientras que en otro de los encontraban dos direcciones entre la ip y el server en uno de los casos el server se localizaba en alemania y la ip en estados unidos liverpool es una tienda mexicana cuyo servidor esta en mexico y su direccion ip en estados unidos por lo que ninguno de esos links son verdaderos no es la primera vez que se popularizan en facebook este tipo de fraudes que buscan recopilar datos personales hace meses se identificaron post que promocionaban la venta de maletas perdidas en el aeropuerto internacional benito juarez de la ciudad de mexico aicm por pesos en verificado te hemos explicado en que consiste la practica del phishing y como se implementa en otras redes en pocas palabras se trata de una tecnica para provocar que las personas den clic a enlaces o archivos infectados haciendose pasar por empresas bancos comercios yo instituciones publicas con datos del security report latinoamerica elaborado por la compania de software especializada en ciberseguridad eset mexico es el segundo pais de america latina con mas ataques de phishing a traves de correos electronicos con codigos maliciosos mensajes sms o textos privados en redes sociales con la finalidad de consolidar algun tipo de estafa el primer lugar de la lista lo ocupa peru de igual manera el phishing infecta en promedio alrededor de mil usuarios al dia aunque la mayoria de casos estan relacionados a la interaccion con links estos tienen diferentes funciones como el robo de datos infeccion con malware realizar llamadas amenazantes entre otras algunos de los consejos que pueden evitar este robo de datos son links fuentes somos un medio de comunicacion especializado en el fact checking o verificacion de hechos se refiere a la labor de confirmar y comprobar hechos y datos
1511,1,Felipe González decretó el silencio sobre la venta de armas tras facilitar millonarios negocios con Pinochet,"Antes de aprobar la normativa secreta que aún hoy garantiza el ocultismo sobre el comercio de la industria militar, el Gobierno de entonces permitió el envío a Chile de todo tipo de armamento. España compró además aviones militares fabricados por una empresa estatal fundada por aquella dictadura.","Felipe González decretó el silencio sobre la venta de armas tras facilitar millonarios negocios con Pinochet Antes de aprobar la normativa secreta que aún hoy garantiza el ocultismo sobre el comercio de la industria militar, el Gobierno de entonces permitió el envío a Chile de todo tipo de armamento. España compró además aviones militares fabricados por una empresa estatal fundada por aquella dictadura.",felipe gonzalez decreto el silencio sobre la venta de armas tras facilitar millonarios negocios con pinochet antes de aprobar la normativa secreta que aun hoy garantiza el ocultismo sobre el comercio de la industria militar el gobierno de entonces permitio el envio a chile de todo tipo de armamento espana compro ademas aviones militares fabricados por una empresa estatal fundada por aquella dictadura
1512,0,Coalición Canaria insiste en pedir consejerías en la Comunidad de Madrid y califica de 'autentico suplicio' la negociación en la capital,"El secretario general del partido, Javier Manuel Castells, critica las trabas de EQUO en las negociaciones, al que acusa de pedirles un cheque en blanco, a dos días para elegir al nuevo alcalde y sin que por el momento se haya cerrado un pacto.","Coalición Canaria insiste en pedir consejerías en la Comunidad de Madrid y califica de 'autentico suplicio' la negociación en la capital El secretario general del partido, Javier Manuel Castells, critica las trabas de EQUO en las negociaciones, al que acusa de pedirles un cheque en blanco, a dos días para elegir al nuevo alcalde y sin que por el momento se haya cerrado un pacto.",coalicion canaria insiste en pedir consejerias en la comunidad de madrid y califica de autentico suplicio la negociacion en la capital el secretario general del partido javier manuel castells critica las trabas de equo en las negociaciones al que acusa de pedirles un cheque en blanco a dos dias para elegir al nuevo alcalde y sin que por el momento se haya cerrado un pacto
1513,0,El Gobierno vincula ahora a Argelia con Rusia y distrae la atención sobre el foco de la crisis: el Sáhara,La vicepresidenta Pedro Castillo señaló que los argelinos cada vez están más alineados con el país ruso. Desde el BNG ya han aprovechado esta mención para atacar al Ejecutivo de Juan Carlos. Varios expertos en la zona destacan que la decisión del país magrebí no tiene nada que ver con su relación con Putin.,El Gobierno vincula ahora a Argelia con Rusia y distrae la atención sobre el foco de la crisis: el Sáhara La vicepresidenta Pedro Castillo señaló que los argelinos cada vez están más alineados con el país ruso. Desde el BNG ya han aprovechado esta mención para atacar al Ejecutivo de Juan Carlos. Varios expertos en la zona destacan que la decisión del país magrebí no tiene nada que ver con su relación con Putin.,el gobierno vincula ahora a argelia con rusia y distrae la atencion sobre el foco de la crisis el sahara la vicepresidenta pedro castillo senalo que los argelinos cada vez estan mas alineados con el pais ruso desde el bng ya han aprovechado esta mencion para atacar al ejecutivo de juan carlos varios expertos en la zona destacan que la decision del pais magrebi no tiene nada que ver con su relacion con putin
1514,1,ERC y EH Bildu insisten en su rechazo a la reforma laboral pactada con la CEOE y consideran que el Gobierno 'vende humo',"El portavoz de ERC en el Congreso, Gabriel Rufián, ha acusado al Gobierno de haber dedicado muchas horas a hablar con la CEOE y Cepyme y cero horas en negociar con sus socios.","ERC y EH Bildu insisten en su rechazo a la reforma laboral pactada con la CEOE y consideran que el Gobierno 'vende humo' El portavoz de ERC en el Congreso, Gabriel Rufián, ha acusado al Gobierno de haber dedicado muchas horas a hablar con la CEOE y Cepyme y cero horas en negociar con sus socios.",erc y eh bildu insisten en su rechazo a la reforma laboral pactada con la ceoe y consideran que el gobierno vende humo el portavoz de erc en el congreso gabriel rufian ha acusado al gobierno de haber dedicado muchas horas a hablar con la ceoe y cepyme y cero horas en negociar con sus socios
1515,0,"El PSN inicia los contactos, supervisados por Ferraz, para poder gobernar en Navarra","Los socialistas navarros y la dirección federal acuerdan no negociar con PSC, aunque es necesaria al menos su abstención, y no poner en cuestión la identidad propia de la Comunidad Foral. La Comisión de Pactos se pronunciará sobre el acuerdo","El PSN inicia los contactos, supervisados por Ferraz, para poder gobernar en Navarra Los socialistas navarros y la dirección federal acuerdan no negociar con PSC, aunque es necesaria al menos su abstención, y no poner en cuestión la identidad propia de la Comunidad Foral. La Comisión de Pactos se pronunciará sobre el acuerdo",el psn inicia los contactos supervisados por ferraz para poder gobernar en navarra los socialistas navarros y la direccion federal acuerdan no negociar con psc aunque es necesaria al menos su abstencion y no poner en cuestion la identidad propia de la comunidad foral la comision de pactos se pronunciara sobre el acuerdo
1516,0,"Comisión 'Kitchen', moción de censura, reforma de las pensiones o Presupuestos: el octubre que marcará la legislatura","El Congreso afronta en octubre buena parte de los eventos que deciden el futuro de la legislatura. El Fernando Martínez López quiere aprobar sus recomendaciones en las próximas semanas, a lo que se suma la moción de censura registrada por Coalición Canaria, la presentación del techo de gasto de los Presupuestos y la constitución de la comisión que investigará el espionaje a Diana Riba.","Comisión 'Kitchen', moción de censura, reforma de las pensiones o Presupuestos: el octubre que marcará la legislatura El Congreso afronta en octubre buena parte de los eventos que deciden el futuro de la legislatura. El Fernando Martínez López quiere aprobar sus recomendaciones en las próximas semanas, a lo que se suma la moción de censura registrada por Coalición Canaria, la presentación del techo de gasto de los Presupuestos y la constitución de la comisión que investigará el espionaje a Diana Riba.",comision kitchen mocion de censura reforma de las pensiones o presupuestos el octubre que marcara la legislatura el congreso afronta en octubre buena parte de los eventos que deciden el futuro de la legislatura el fernando martinez lopez quiere aprobar sus recomendaciones en las proximas semanas a lo que se suma la mocion de censura registrada por coalicion canaria la presentacion del techo de gasto de los presupuestos y la constitucion de la comision que investigara el espionaje a diana riba
